### Start: 20170518091333
60,21,13929.9
60,21,12987.8
60,21,15467
60,21,9409.2
60,21,10565
60,21,9958.8
60,21,17027.4
60,21,29415
60,21,28478.3
60,21,28775.2
60,21,28076.8
60,21,26831.5
60,21,14653.2
60,21,11709
60,21,11709
60,21,11709
60,21,11709
60,21,11709
60,21,10605.6
60,21,8233
60,21,9992.6
60,21,25635.6
60,21,27689.4
60,21,27693
60,21,27083.8
60,21,26425.4
60,21,25325
60,21,25030.7
60,21,23949.2
60,21,23438
60,21,23567.5
60,21,22472.2
60,21,23062.6
60,21,23031.4
60,21,18406.9
60,21,8115.2
60,21,2181.6
60,21,6666.6
60,21,2776.8
60,21,2071.2
60,21,4232.6
60,21,6670
60,21,10054
60,21,14167
60,21,13306
60,21,13145.2
60,21,9522.6
60,21,12180
60,21,12180
60,21,12180
60,30,11926.2
60,30,11898
60,30,11898
60,30,11898
60,30,11898
60,30,11898
60,30,11898
60,30,9748.8
60,30,2797.2
60,30,4890.9
60,30,3079.8
60,30,5386.8
60,30,15596.7
60,30,5155.2
60,30,5551.2
60,30,6658.8
60,30,11956.2
60,30,7737.6
60,30,1448.4
60,30,4923.6
60,30,10660.8
60,30,16064.4
60,30,23947.6
60,30,22600.4
60,30,22881.2
60,30,20371.1
60,30,10891.8
60,30,8787
60,30,14410.9
60,30,18282.4
60,30,17995.6
60,30,13090.8
60,30,6202.4
60,30,16772.8
60,30,17098
60,30,14929
60,30,10407.6
60,30,8276
60,30,6796.8
60,30,3384.8
60,30,12056
60,30,20936.9
60,30,19042.6
60,30,7891
60,30,1943.5
60,30,11042.8
60,30,10915.6
60,30,7016.8
60,30,3464.2
60,30,3503.2
60,30,3895.2
60,30,11771.2
60,30,19346.8
60,30,20050
60,30,19857.1
60,30,18911.8
60,30,8044.6
60,30,5424.7
60,30,12249.6
60,30,15700.8
60,30,17180.7
60,30,12330.6
60,30,9427.8
60,30,6105
60,30,1706.4
60,30,1739.4
60,30,4786.2
60,30,9864.7
60,30,9829.6
60,30,10744
60,30,10464.7
60,30,8991.4
60,30,7119.4
60,30,8654.8
60,30,9595.4
60,30,15728.6
60,30,14129.9
60,30,14229.2
60,30,19774.4
60,30,10777.6
60,30,16024
60,30,9927.6
60,30,10899.6
60,30,16561.2
60,30,17292
60,30,15607.2
60,30,4301.8
60,30,1690.8
60,30,1909.6
60,30,6387.4
60,30,1677.6
60,30,7935.2
60,30,10270.5
60,30,14849.4
60,30,16141.8
60,30,15966.6
60,30,20450.7
60,30,20456.4
60,30,19281.6
60,30,15949.5
60,16,18394.2
60,16,17998.2
60,16,7671.7
60,16,9928.4
60,16,20530
60,16,20530
60,16,20496.4
60,16,20464
60,16,8833.9
60,16,4640.8
60,16,2343.4
60,16,10435
60,16,16734.1
60,16,7614.4
60,16,870
60,16,4990.9
60,16,8284.6
60,16,8324.2
60,16,8670.7
60,16,8974
60,16,6172
60,16,2235.5
60,16,1135.4
60,16,1006.8
60,16,2433.1
60,16,2947.6
60,16,1434.8
60,16,4128.8
60,16,2279
60,16,963.2
60,16,1662.4
60,16,2658.9
60,16,1971
60,16,3461.4
60,16,12319
60,16,13385
60,16,16867.4
60,16,18504.2
60,16,16792.2
60,16,6237
60,16,2931.5
60,16,9830
60,16,7286
60,16,3865.6
60,16,7942.8
60,16,5092
60,16,11399.2
60,16,11903.3
60,16,15841.4
60,16,6149
60,12,4821.4
60,12,7954.6
60,12,9263.8
60,12,8557.6
60,12,2627.8
60,12,2621.8
60,12,2763.6
60,12,3583.8
60,12,4337.4
60,12,3162.6
60,12,1330.4
60,12,2449
60,12,1733.8
60,12,3550.2
60,12,5659.8
60,12,7092.6
60,12,6168
60,12,5514.6
60,12,2021.4
60,12,1031.1
60,12,1961.6
60,12,2361.2
60,12,4574.9
60,12,10915.4
60,12,6681.8
60,12,8786.6
60,12,4805.3
60,12,3860.8
60,12,3274
60,12,2364.9
60,12,3183
60,12,2451
60,12,1909.6
60,12,642.4
60,12,1589
60,12,2987.9
60,12,2805.2
60,12,2987.6
60,12,1387.4
60,12,214.4
60,12,775.2
60,12,839.6
60,12,1826.6
60,12,3234.4
60,12,2508.4
60,12,2506.1
60,12,972
60,12,383.8
60,12,874.6
60,12,2768.2
60,13,7705
60,13,9433.9
60,13,8760
60,13,6525.6
60,13,4485.1
60,13,3765.4
60,13,4801
60,13,17690.2
60,13,19063.6
60,13,17027.8
60,13,7276.6
60,13,4978.8
60,13,3093
60,13,3459
60,13,3038.7
60,13,946.8
60,13,1710
60,13,2736
60,13,3546
60,13,4420.8
60,13,7783.6
60,13,7444
60,13,9073.6
60,13,8627.2
60,13,6420.4
60,13,7601.6
60,13,7955.6
60,13,8441.8
60,13,7691.2
60,13,6512.8
60,13,4692.1
60,13,5245
60,13,7022.2
60,13,5512.9
60,13,3932.8
60,13,1880.8
60,13,741.7
60,13,968.6
60,13,1915.4
60,13,2157.8
60,13,4579.4
60,13,4471.4
60,13,4152.2
60,13,3072.3
60,13,2194.8
60,13,1053.6
60,13,916.1
60,13,1101.4
60,13,1610.2
60,13,4617.7
60,13,5336.8
60,13,4928.8
60,13,4560.7
60,13,3914.2
60,13,2596.6
60,13,2900.2
60,13,3047.5
60,13,2911.6
60,13,1654
60,13,1227.2
60,13,2723.2
60,13,1413.6
60,13,3020.1
60,13,2300.2
60,13,1638.2
60,13,5562.2
60,13,7252.2
60,13,4899
60,13,5654.5
60,13,4662.4
60,13,2845.6
60,13,2621.2
60,13,1628.9
60,13,2516.2
60,13,264.4
60,13,555.1
60,13,2252
60,13,4090.4
60,13,2341.6
60,13,979.2
60,13,490.8
60,13,2548.9
60,13,1151
60,13,6399.8
60,13,4794.4
60,13,12362.2
60,13,19495
60,13,19495
60,13,16031.8
60,13,18214.2
60,13,18383.4
60,13,5673.7
60,13,1311.2
60,13,6993.2
60,13,6789.1
60,13,7419.4
60,13,7893.4
60,13,8890.6
60,13,10663.8
60,13,3622.2
60,14,3546.1
60,14,13324
60,14,9828.4
60,14,9890.8
60,14,9248.8
60,14,6234.8
60,14,2105.6
60,14,1759.9
60,14,10553.4
60,14,5124.6
60,14,11615.1
60,14,20881.2
60,14,19777.2
60,14,18872.1
60,14,20397.4
60,14,16466.2
60,14,3499.6
60,14,7721.4
60,14,6894.6
60,14,12059.4
60,14,7172.4
60,14,2453.4
60,14,972
60,14,3585.1
60,14,2290
60,14,2092.8
60,14,9869
60,14,7077.6
60,14,1984.8
60,14,2960.4
60,14,4161.2
60,14,7155.2
60,14,2890.4
60,14,3462
60,14,3320.8
60,14,2390.4
60,14,5220.2
60,14,6406
60,14,2424
60,14,13012.8
60,14,14031.6
60,14,6038.4
60,14,5314.6
60,14,7622
60,14,13541.2
60,14,10775.5
60,14,3405.4
60,14,7084.6
60,14,1718.4
60,14,1687.8
60,12,2305.8
60,12,8566.2
60,12,7031.1
60,12,19084.8
60,12,13659.6
60,12,17364.9
60,12,15505.8
60,12,5310.6
60,12,3937.7
60,12,1917.2
60,12,6848
60,12,7014.5
60,12,548
60,12,1613
60,12,3232.8
60,12,8373
60,12,4998.6
60,12,9184.2
60,12,1502.1
60,12,3584.4
60,12,3295.2
60,12,3626.1
60,12,1032.6
60,12,1216.2
60,12,4490.4
60,12,2206.8
60,12,8008.2
60,12,13144.8
60,12,16918.2
60,12,3344.4
60,12,9552.4
60,12,17319.4
60,12,9761.8
60,12,11319.4
60,12,5452.9
60,12,9509.6
60,12,2746.4
60,12,8683.4
60,12,724.4
60,12,2098.4
60,12,1184.4
60,12,4711.6
60,12,4844.8
60,12,4026.1
60,12,2227
60,12,5616.4
60,12,8718.3
60,12,8432.4
60,12,8274
60,12,10436.4
60,12,11675.7
60,12,10360.6
60,12,5696.2
60,12,1249.9
60,12,1854.4
60,12,1393.2
60,12,554.7
60,12,3640.6
60,12,1367.6
60,12,1590.9
60,12,1195.2
60,12,949.2
60,12,4315
60,12,2004.4
60,12,2387.2
60,12,1454.8
60,12,1033.9
60,12,2613.8
60,12,2112.2
60,12,550.4
60,12,576.6
60,12,1799.4
60,12,2151.3
60,12,921.6
60,12,550.8
60,12,2134.5
60,12,2213.4
60,12,4644.6
60,12,5122.1
60,12,5031.2
60,12,3468.8
60,12,4511.6
60,12,1813.1
60,12,5089.4
60,12,3932.6
60,12,2070.8
60,12,2322.2
60,12,713
60,12,2920.1
60,12,5381.6
60,12,6814.4
60,12,7632.2
60,12,3599.2
60,12,3362.8
60,12,509.5
60,12,1311
60,12,2471.4
60,12,1065.6
60,12,2507.7
60,12,2352.4
60,12,1326.4
60,12,1946.5
60,12,608.6
60,12,2697.8
60,12,1088.5
60,12,5754.8
60,12,1645.2
60,12,2647.7
60,12,2328
60,12,3177
60,12,5166.3
60,12,4359.6
60,12,2151.6
60,12,553.2
60,12,671.2
60,12,3400
60,12,3870.4
60,12,726.9
60,12,1960.2
60,12,3185.4
60,12,1019.1
60,12,2487.6
60,12,3729.6
60,12,7631.4
60,12,4392.4
60,12,5755.6
60,12,3429.3
60,12,9653.4
60,12,6833.4
60,12,9988.2
60,12,8998.5
60,12,4761.6
60,12,2990.4
60,12,2514.5
60,12,7085
60,12,6037.4
60,12,8704.9
60,12,9385.2
60,12,8085.6
60,12,7465.8
60,12,3846.8
60,12,2080.4
60,12,2175.6
60,12,1916.4
